"","chr","pos"
"20601","10",90.1004637844111
"25982","10",90.6653882599771
"7497","10",90.811021729564
"3182","10",91.0240025051399
"9106","10",91.5512232237386
"22149","10",91.5512233237386
"35765","10",91.5512234237386
"20222","10",91.5512235237386
"23366","10",91.5512236237386
"35467","10",91.5512237237386
"2176","10",91.8115717012302
"10711","10",91.8115718012302
"29096","10",91.8115719012302
"24833","10",92.0730930755328
"30040","10",92.3342364697903
"16696","10",92.3342365697903
"18949","10",92.3342366697903
"30623","10",92.5951253964538
"13858","10",92.5951254964538
"54394","10",92.5951255964538
"41517","10",92.5951256964538
"51795","10",92.5951257964538
"31222","10",92.5951258964539
"37418","10",92.5951259964539
"19375","10",92.5951260964539
"52872","10",93.1172060999405
"42338","10",93.1172061999405
"45247","10",93.1172062999405
"8585","10",93.1172063999405
"49462","10",93.3775975662335
"53981","10",93.3775976662335
"16526","10",93.3775977662335
"51168","10",93.3775978662335
"15502","10",93.6163541806805
"31199","10",93.6163542806805
"42113","10",93.6163543806805
"7039","10",93.8547890633167
"13546","10",93.8547891633167
"2416","10",93.8547892633167
"30249","10",93.8547893633167
"18897","10",93.8547894633167
"40808","10",93.8547895633167
"24131","10",93.8547896633167
"1085","10",93.8547897633167
"26149","10",93.8547898633167
"42386","10",93.8547899633167
"40420","10",94.1147419121527
"35247","10",94.1147420121527
"23607","10",94.1147421121527
"18782","10",94.1147422121527
"23603","10",94.3750275713895
"40576","10",94.3750276713895
"42579","10",94.3750277713895
"14329","10",94.3750278713895
"8157","10",94.3750279713895
"40140","10",94.3750280713895
"21419","10",94.3750281713895
"44205","10",94.3750282713895
"44797","10",94.3750283713895
"38519","10",94.3750284713895
"53856","10",94.3750285713895
"16931","10",94.3750286713895
"37141","10",94.6354756074757
"14005","10",94.6354757074757
"47517","10",94.6354758074757
"1412","10",94.6354759074757
"52703","10",94.6354760074757
"47888","10",94.6354761074757
"26021","10",94.6354762074757
"15995","10",94.6354763074757
"34820","10",94.6354764074757
"4970","10",94.8955767644055
"341","10",94.8955768644055
"5822","10",94.8955769644055
"47896","10",94.8955770644055
"18953","10",94.8955771644055
"18174","10",94.8955772644055
"42424","10",94.8955773644055
"32680","10",94.8955774644055
"38361","10",95.1335984626179
"10353","10",95.1335985626179
"30664","10",95.1335986626179
"30772","10",95.3618206959839
"54342","10",95.3716380103823
"43167","10",95.3716381103823
"11534","10",95.3716382103823
"20525","10",95.3716383103823
"20481","10",95.3716384103823
"11898","10",95.3716385103823
"32306","10",95.3716386103823
"33756","10",95.545629720492
"24655","10",95.6321921722744
"9009","10",95.6321922722744
"29877","10",95.6321923722744
"12885","10",95.6321924722744
"39634","10",95.6321925722744
"37176","10",95.8873964068755
"10821","10",95.8926848879704
"49275","10",95.8926849879704
"30542","10",96.1433403456743
"31034","10",96.1433404456743
"54686","10",96.1433405456743
"53295","10",96.1433406456743
"5291","10",96.6457899688703
"14760","10",96.6457900688703
"21497","10",96.6457901688703
"10932","10",96.6457902688703
"20920","10",96.8961514821491
"38274","10",96.8961515821491
"2084","10",97.1346128024511
"11605","10",97.1346129024511
"19663","10",97.1346130024511
"35182","10",97.3957164584928
"53134","10",97.6338680101987
"39642","10",97.6338681101987
"27492","10",97.6338682101987
"39228","10",97.6338683101987
"46118","10",97.8715867015834
"48168","10",97.8715868015834
"1622","10",97.8715869015834
"9541","10",97.8718361179453
"22419","10",98.1092890459797
"5904","10",98.1092891459797
"34972","10",98.1092892459797
"42747","10",98.6254011571283
"19801","10",98.6254012571283
"16078","10",98.6254013571283
"43845","10",98.6254014571283
"4201","10",99.1468033700594
"44595","10",99.1468034700594
"4887","10",99.1468035700594
"40382","10",99.1468036700594
"36661","10",99.1468037700594
"27086","10",99.1468038700594
"9550","10",99.1468039700594
"19659","10",99.3845054798964
"15790","10",99.3845055798964
"53442","10",99.3845056798964
"30669","10",99.6222071160421
"26679","10",99.6222072160421
"11292","10",99.6222073160422
"46957","10",99.6222074160421
"191","10",99.6222075160422
"52965","10",99.6222076160421
"9679","10",99.6222077160422
"9726","10",99.6222078160422
"30661","10",99.6222079160422
"3913","10",99.6222080160422
"34670","10",99.6222081160422
"49518","10",99.6222082160422
"29839","10",100.146183895168
"24165","10",100.146183995168
"44112","10",100.666392012262
"5874","10",100.666392112262
"19056","10",101.457720171264
"26281","10",101.457720271264
"52444","10",101.457720371264
"10279","10",101.457720471264
"14719","10",101.457720571264
"49165","10",102.237417551271
"21488","10",102.237417651271
"21624","10",102.617379779832
"25682","10",104.103197182767
"19525","10",104.103197282767
"43090","10",104.103197382767
"1996","10",104.103197482767
"23503","10",104.103197582767
"2058","10",104.79023551599
"19881","10",105.417378132498
"54625","10",105.923341400586
"2187","10",105.923341500586
"7541","10",107.024095116105
"30168","10",117.37348786327
"23265","10",121.268911930259
"8392","10",121.268912030259
"48122","10",121.568226707333
"40780","10",123.152032483756
"20096","10",124.394157500979
"46615","10",124.394157600979
"8188","10",126.54885124706
"11440","10",126.54885134706
"2699","10",127.628401053189
"49856","10",127.932112197879
"48970","10",129.252844489528
"18534","10",130.332573225989
"3250","10",130.332573325989
"50338","10",133.166017256831
"43836","10",133.571729205101
"47377","10",135.479071247052
"25502","10",135.828912745865
"12650","10",136.136570658662
"16787","10",136.136570758662
"1426","10",138.323375079374
"18693","10",138.323375179374
"22935","10",140.148357941312
"45043","10",147.783164554719
"5350","10",150.057162044315
"13630","10",158.256656437006
"28008","10",158.256656537006
"49631","10",159.887273766868
"7608","10",159.887273866868
"3335","10",164.295391367682
"54692","10",164.613359750654
"1248","10",165.847551363597
"19883","10",166.97045430255
"24458","10",167.671523032323
"12409","10",168.406979482914
"29037","10",168.926080773204
"40500","10",168.926080873204
"28035","10",169.188889156475
"46478","10",169.188889256475
"30627","10",169.188889356475
"3599","10",169.188889456475
"53483","10",169.188889556475
"1977","10",169.738394957452
"14943","10",170.258917930146
"46745","10",170.258918030146
"9263","10",170.258918130146
"38766","10",170.258918230146
"23761","10",171.090108699966
"18135","10",176.14822438414
"","chr","pos"
"41932","11",0
"41414","11",1.05019075859237
"30846","11",1.3120013804148
"9985","11",1.3120014804148
"14740","11",1.61581089985749
"53317","11",1.91609970675095
"51515","11",2.51988134036404
"8538","11",2.51988144036404
"49560","11",2.51988154036404
"5592","11",2.78245312337937
"34172","11",2.78245322337937
"10776","11",2.78245332337937
"6227","11",2.78245342337937
"4262","11",2.78245352337938
"44899","11",2.78245362337938
"26135","11",2.78245372337938
"4442","11",2.78245382337939
"14371","11",2.78245392337939
"42835","11",2.78245402337939
"19619","11",2.78245412337939
"782","11",2.7824542233794
"27435","11",2.7824543233794
"39333","11",2.7824544233794
"11797","11",3.00652938855064
"51935","11",3.09861711920561
"8785","11",3.33302586492009
"54471","11",3.85464927073298
"44362","11",6.65816116376027
"54885","11",6.96943689271102
"6592","11",7.39826779316703
"57","11",7.39826789316703
"24290","11",7.81114453492053
"8894","11",7.81114463492053
"14927","11",7.81114473492053
"15489","11",7.81114483492054
"11430","11",8.60735753396809
"30335","11",8.60735763396809
"47499","11",8.60735773396809
"13051","11",8.6073578339681
"544","11",8.6073579339681
"46092","11",8.6073580339681
"21184","11",10.1701619714684
"3685","11",10.7959359068406
"52101","11",10.7959360068406
"1238","11",10.7959361068406
"13489","11",10.7959362068406
"50205","11",10.7959363068406
"6083","11",11.8560324052966
"40078","11",11.8560325052966
"44736","11",11.8560326052966
"32237","11",12.9149094440179
"20608","11",12.9149095440179
"38178","11",13.1787033263444
"47155","11",13.1787034263444
"11150","11",14.3963772379535
"16234","11",14.7032116007377
"21200","11",14.7032117007377
"21308","11",15.217324488599
"23520","11",16.4953492977016
"55715","11",17.3729190976462
"39188","11",17.3729191976462
"49857","11",17.3729192976462
"36390","11",18.6071524230343
"42471","11",19.2200552498968
"18916","11",20.1408741632579
"39569","11",20.5979242962939
"21602","11",21.0503500524203
"19536","11",21.654863531743
"50439","11",21.654863631743
"16326","11",21.654863731743
"8487","11",21.654863831743
"48126","11",22.593156188681
"37843","11",22.9298387417631
"30424","11",23.270179910224
"46621","11",23.5238225720184
"8761","11",23.5238226720184
"18277","11",23.769157959551
"46424","11",23.769158059551
"5610","11",23.769158159551
"23109","11",23.769158259551
"11528","11",24.7845273392248
"3264","11",25.0929638094551
"29048","11",25.0929639094551
"33084","11",25.0929640094551
"21244","11",25.6188954589896
"18215","11",25.6188955589896
"27187","11",25.8843973965536
"10578","11",26.1755518309298
"25792","11",26.7579426176182
"3658","11",28.1636238199082
"39832","11",28.1636239199082
"54411","11",28.1636240199082
"53491","11",28.9580698423363
"14949","11",28.9580699423363
"22771","11",28.9818865471553
"11845","11",28.9818866471553
"10296","11",28.9818867471553
"37257","11",28.9818868471553
"12095","11",28.9818869471553
"29176","11",28.9818870471553
"43975","11",28.9818871471553
"30698","11",29.50942685953
"18448","11",29.7693911906816
"2092","11",29.7693912906816
"50986","11",29.7693913906816
"31970","11",29.7693914906816
"8836","11",29.7693915906816
"24255","11",30.2918630967116
"27498","11",30.2918631967116
"24851","11",30.2918632967117
"1744","11",30.2918633967117
"6676","11",30.5520366439072
"55653","11",30.5520367439072
"22397","11",30.5520368439072
"29412","11",30.5520369439072
"45532","11",30.5520370439072
"8282","11",30.8133935997583
"30121","11",31.0775770267248
"38031","11",31.3418504864997
"39299","11",31.6076085077487
"11671","11",31.6076086077487
"50430","11",31.8705004942491
"19471","11",32.1317135400246
"14895","11",32.1317136400246
"34657","11",32.1317137400246
"7893","11",32.1317138400246
"2539","11",33.4081127306772
"33424","11",33.4081128306772
"17762","11",33.7330334490313
"6467","11",33.7330335490313
"35155","11",34.2668032392836
"45632","11",35.0659795596137
"20104","11",35.0659796596137
"10658","11",35.0659797596137
"3776","11",35.8597133712711
"22137","11",35.8597134712711
"37306","11",35.8597135712711
"14078","11",36.2412520011194
"9877","11",37.1007740420914
"43111","11",37.1007741420914
"53825","11",38.0954051791533
"50938","11",38.3924119416622
"37381","11",38.6865841350134
"48586","11",42.0453494782944
"2237","11",44.9888391845199
"48898","11",45.8651371707431
"52460","11",46.1511738002925
"33626","11",46.1511739002925
"1947","11",46.4688670110277
"5573","11",46.4688671110277
"18320","11",46.7395537947303
"12805","11",46.7395538947303
"18345","11",47.280969927434
"33307","11",47.280970027434
"38340","11",47.280970127434
"26459","11",47.5348716079263
"28826","11",48.5350445690256
"34202","11",48.8217706649141
"19409","11",48.8217707649141
"5895","11",49.4121516139038
"20687","11",49.4121517139038
"53240","11",50.5999149746013
"21632","11",50.5999150746013
"54172","11",50.8942823110077
"2613","11",50.8942824110077
"35169","11",50.8942825110077
"31367","11",50.8942826110077
"34711","11",50.8942827110077
"22117","11",50.8942828110077
"4325","11",50.8942829110077
"15855","11",50.8942830110077
"31878","11",50.8942831110077
"43061","11",51.2844891695671
"40969","11",51.6758933354782
"4769","11",52.1998736176585
"1154","11",52.1998737176585
"10962","11",52.1998738176585
"29944","11",52.1998739176585
"44385","11",52.1998740176585
"801","11",52.1998741176585
"41955","11",53.5214189786576
"37568","11",53.5214190786576
"28678","11",53.5214191786576
"53839","11",53.7824918090717
"54412","11",53.7824919090717
"5032","11",54.0440530844111
"11398","11",54.3070538016466
"30047","11",54.3070539016466
"42415","11",55.0127461394819
"25058","11",55.4633913573385
"52575","11",55.9189719280279
"39532","11",55.9189720280279
"36555","11",56.2601199672297
"20290","11",56.2601200672297
"25473","11",56.609246734517
"40288","11",56.9582259858146
"985","11",56.9582260858146
"49651","11",56.9582261858146
"36088","11",56.9582262858146
"54377","11",57.4805859345142
"40888","11",57.4805860345142
"16575","11",57.4805861345142
"8423","11",57.4805862345142
"47693","11",57.4805863345142
"44909","11",57.4805864345142
"34589","11",57.4805865345142
"41443","11",57.4805866345142
"18424","11",57.4805867345142
"27490","11",57.7385162034883
"5896","11",57.7385163034883
"4743","11",58.0017887211716
"37962","11",58.0017888211716
"22797","11",58.0017889211716
"28920","11",58.0017890211716
"31904","11",58.0017891211716
"35729","11",58.5297277480942
"18606","11",58.5297278480942
"25899","11",58.78760513767
"23970","11",58.78760523767
"36161","11",59.0489740563867
"17252","11",59.0489741563867
"28743","11",59.3111939913806
"42580","11",59.5697044522435
"449","11",59.8310929839335
"42516","11",59.8310930839335
"27562","11",59.8310931839335
"5038","11",59.8310932839335
"48489","11",59.8310933839335
"12091","11",59.8310934839335
"50061","11",59.8310935839335
"29603","11",59.8310936839335
"14836","11",60.3548761427726
"40690","11",60.3548762427726
"29803","11",60.3548763427726
"28171","11",60.3548764427726
"43260","11",60.8822888218739
"5710","11",60.8822889218739
"50342","11",60.8822890218739
"4378","11",60.8822891218739
"15595","11",60.8822892218739
"54284","11",61.4104887375621
"34673","11",61.6687546320467
"32240","11",61.6687547320467
"1126","11",61.6687548320467
"8770","11",61.6687549320467
"18919","11",61.6687550320467
"17438","11",61.7315633033718
"7162","11",61.9300668966174
"54185","11",61.9300669966174
"40844","11",61.9300670966174
"24061","11",62.3347423820293
"45584","11",62.9438480026088
"199","11",63.5560977774465
"42177","11",63.5560978774465
"5011","11",63.5560979774465
"55852","11",63.5560980774465
"23426","11",64.2030457728454
"13366","11",64.2030458728454
"7946","11",66.2783466059332
"37276","11",66.8187471927953
"4910","11",67.2041114910225
"38664","11",67.2041115910225
"29912","11",67.4698674885051
"50011","11",67.5579357093399
"11123","11",67.5579358093399
"52798","11",68.1672238591153
"46983","11",68.1672239591153
"13997","11",68.49594615244
"46495","11",68.49594625244
"45865","11",68.49594635244
"41291","11",68.49594645244
"31009","11",68.49594655244
"40992","11",68.7560778847903
"10167","11",68.7560779847903
"23801","11",68.7560780847903
"37800","11",68.7560781847903
"52725","11",69.0163506534781
"31056","11",69.0163507534781
"46572","11",69.277955392418
"4618","11",69.277955492418
"8204","11",69.7991698919429
"49539","11",69.7991699919429
"52904","11",69.7991700919429
"38379","11",69.7991701919429
"30533","11",69.7991702919429
"9957","11",69.7991703919429
"27943","11",69.7991704919429
"13595","11",69.7991705919429
"48375","11",69.7991706919429
"14050","11",69.7991707919429
"13706","11",69.7991708919429
"42281","11",70.3215397825028
"48740","11",70.3215398825028
"6734","11",70.3215399825028
"15805","11",70.3215400825028
"49177","11",70.3215401825028
"33018","11",70.5817709520428
"3166","11",70.5817710520428
"33434","11",70.8420103406346
"44063","11",70.8420104406346
"11587","11",70.8420105406346
"40818","11",71.1038190405011
"34332","11",71.1038191405011
"51479","11",71.6263485758701
"39561","11",71.6263486758701
"877","11",72.1599505789804
"48709","11",72.1599506789804
"13356","11",72.4211945790015
"14203","11",72.4211946790015
"18758","11",72.8217727949861
"55193","11",72.8217728949861
"23974","11",73.2156399528275
"29538","11",73.2156400528275
"3233","11",73.4822176597309
"54619","11",73.4822177597309
"5017","11",73.4822178597309
"36860","11",73.7392690225322
"4430","11",74.0043094702167
"12605","11",74.4085310459772
"1376","11",74.8090968156876
"18478","11",74.8090969156876
"25841","11",74.8090970156876
"43776","11",75.0739785452712
"33818","11",75.0739786452713
"26381","11",75.735534638168
"15746","11",75.735534738168
"29662","11",75.735534838168
"12706","11",75.7355349381681
"11149","11",76.0007103002002
"8477","11",76.0007104002001
"52949","11",76.0007105002002
"9375","11",76.0007106002002
"34612","11",76.2631732728717
"15722","11",76.2631733728717
"44644","11",76.6469344201098
"54267","11",76.6469345201098
"2370","11",77.030680470223
"32974","11",77.030680570223
"18745","11",77.030680670223
"34812","11",77.030680770223
"21226","11",77.030680870223
"13411","11",77.030680970223
"54695","11",77.030681070223
"29595","11",77.2908426858868
"33162","11",77.2908427858868
"21859","11",77.2908428858868
"41493","11",77.4177422507207
"48597","11",77.5286847005342
"1820","11",77.5286848005342
"17036","11",77.5286849005342
"31184","11",77.5299849407043
"5778","11",77.7663988459463
"8068","11",77.7663989459463
"5024","11",77.7663990459463
"6097","11",77.7663991459463
"17866","11",77.7663992459463
"11505","11",77.7663993459463
"13770","11",77.7663994459463
"3697","11",77.7663995459463
"2440","11",77.7663996459463
"35017","11",77.7663997459463
"14876","11",78.0268825857635
"44177","11",78.0268826857635
"38133","11",78.0268827857635
"8849","11",78.0268828857635
"29380","11",78.0268829857635
"31940","11",78.0268830857635
"17588","11",78.0268831857635
"28984","11",78.0268832857635
"55013","11",78.2873682480732
"15462","11",78.2873683480732
"40031","11",78.2873684480732
"43470","11",78.2873685480732
"25442","11",78.2873686480732
"8497","11",78.2873687480732
"8179","11",78.2873688480732
"42544","11",78.2873689480732
"52344","11",78.2873690480732
"16741","11",78.2873691480732
"21767","11",78.2873692480732
"50054","11",78.2873693480732
"54078","11",78.6022401898828
"41760","11",79.5584553101466
"44122","11",79.5584554101465
"7643","11",80.0237060670343
"1103","11",80.0237061670343
"14641","11",80.8599798275248
"55455","11",80.8599799275248
"42473","11",81.9486962126215
"34986","11",81.9486963126215
"48569","11",85.9047183376016
"3574","11",87.5461190462821
"9283","11",87.5461191462821
"13803","11",89.0821331187057
"51973","11",91.1681850740295
"35236","11",92.8843595930008
"20464","11",96.1677495898146
"11735","11",104.709896603102
"3598","11",104.709896703102
"14167","11",107.045556753185
"43283","11",109.115178953077
"34854","11",117.167344724338
"3692","11",117.167344824338
"50735","11",119.126551094628
"715","11",120.735679773593
"19199","11",125.682121268429
"20683","11",129.821127626191
"25952","11",130.199459858675
"49878","11",130.199459958675
"5113","11",130.199460058675
"4023","11",132.593860260707
"27952","11",138.016598744451
"50652","11",138.016598844451
"8757","11",138.656275862516
"43980","11",139.826580063543
"26650","11",160.944124146771
"46688","11",165.252550286231
"","chr","pos"
"51359","12",0
"12482","12",1.92407716149567
"54971","12",2.38207820694417
"19563","12",11.8196965979934
"25991","12",12.1037806068678
"293","12",16.228604444488
"51675","12",25.354356804725
"54302","12",26.3426010366295
"39213","12",26.7000641528548
"20183","12",26.7000642528548
"13188","12",26.7000643528548
"45768","12",27.4114658852117
"45294","12",27.7531572491532
"4112","12",28.1346578580329
"7905","12",28.1346579580329
"25087","12",28.5833416477806
"42526","12",29.494827930236
"5729","12",30.7107790362299
"53977","12",30.7107791362299
"45702","12",30.7107792362299
"5551","12",31.5212395955903
"20079","12",32.0492030521393
"3922","12",32.5597028285918
"55797","12",32.5597029285918
"54107","12",33.1894076949093
"51298","12",34.2841692397701
"24095","12",36.0041956463002
"25435","12",36.9103842318285
"50843","12",36.9103843318285
"44148","12",39.3434418351735
"23302","12",39.3434419351735
"53","12",39.3434420351735
"46697","12",39.3434421351735
"38102","12",39.960650449072
"2608","12",41.2445459806486
"16771","12",41.9266672145635
"36945","12",41.9266673145635
"37616","12",42.9969942228424
"46624","12",42.9969943228424
"1686","12",43.4279961636522
"36324","12",43.6838378736723
"32450","12",44.4884893691559
"39543","12",44.4884894691559
"15322","12",44.4884895691559
"10622","12",44.7764902944554
"17425","12",46.7625089014157
"24263","12",46.7625090014157
"5907","12",47.1370229712356
"36987","12",47.7322958746594
"36301","12",47.9845603945175
"46311","12",49.0586832202012
"4144","12",49.5795693665911
"33817","12",49.5795694665911
"29972","12",49.9015289307637
"24487","12",50.9214277340115
"29660","12",51.1819780343287
"54022","12",51.1819781343287
"41249","12",51.1819782343287
"4981","12",53.0020781701707
"21654","12",53.0020782701707
"22839","12",53.0020783701707
"42490","12",53.0020784701707
"18256","12",53.3949601683773
"8227","12",53.3949602683773
"12365","12",53.8109585946015
"25691","12",54.2472761296805
"50773","12",54.2472762296805
"22598","12",54.6034919973998
"39113","12",55.6795859899538
"45030","12",55.6795860899538
"47481","12",57.2349542119517
"19200","12",57.2349543119517
"36373","12",57.2349544119517
"41037","12",57.2349545119517
"32893","12",58.6345610669812
"29875","12",58.6345611669812
"20068","12",58.6345612669812
"46159","12",59.9076437132376
"44832","12",59.9076438132376
"50653","12",61.2661201047197
"25035","12",62.4563492895452
"6098","12",62.4563493895452
"53870","12",64.4490836062044
"23538","12",64.4490837062044
"48944","12",73.0732788949635
"33672","12",73.0732789949635
"53959","12",85.4427031018494
"23267","12",86.6693696485952
"21126","12",90.328448707406
"19810","12",90.328448807406
"35205","12",90.5282727863044
"7972","12",91.4401646334407
"50911","12",91.4401647334407
"6257","12",94.39853946191
"27245","12",97.5160624977815
"5811","12",97.5160625977815
"28308","12",97.5160626977815
"37893","12",98.2464332679967
"12424","12",98.2464333679967
"12793","12",99.058553344368
"19917","12",100.010350187975
"2602","12",100.034113195832
"25134","12",100.034113295832
"2345","12",100.30215881149
"6363","12",100.900474676277
"12364","12",102.006093714738
"46761","12",102.600769615617
"24121","12",102.600769715617
"10380","12",102.600769815617
"38135","12",114.568492115543
"46090","12",118.376664178142
"38491","12",133.310219724774
"14402","12",146.747935356727
"19450","12",147.676846253596
"7122","12",148.736070787287
"35224","12",162.345990455008
"20124","12",162.71489547274
"46354","12",162.71489557274
"26581","12",162.71489567274
"42741","12",162.71489577274
"31383","12",162.71489587274
"48686","12",162.71489597274
"29028","12",162.975703832154
"334","12",162.975703932154
"16608","12",162.975704032154
"16767","12",162.975704132154
"50526","12",163.237158203684
"43475","12",163.4988167139
"31874","12",163.4988168139
"46947","12",163.4988169139
"44171","12",163.4988170139
"23775","12",163.4988171139
"28669","12",164.368700139375
"8552","12",164.650055032817
"31341","12",164.937482495375
"6387","12",164.937482595375
"18298","12",164.937482695375
"31117","12",165.51062796003
"55553","12",165.51062806003
"21810","12",165.51062816003
"42103","12",165.51062826003
"36372","12",165.796133721407
"11967","12",165.796133821407
"33989","12",165.796133921407
"31161","12",166.060793664373
"30012","12",166.597530664346
"48831","12",166.597530764346
"20986","12",166.597530864346
"25438","12",167.173418450111
"24220","12",167.173418550111
"","chr","pos"
"20776","13",0
"15345","13",8.07366330955906
"3109","13",23.9741691472161
"14064","13",35.226412082252
"48554","13",35.2819459050693
"8596","13",35.3570537717116
"29388","13",35.6056239254524
"37489","13",35.6056240254524
"37333","13",35.6056241254524
"10910","13",35.6056242254524
"20148","13",35.6056243254524
"47848","13",35.6056244254524
"16598","13",35.865410784632
"48201","13",35.865410884632
"10531","13",35.865410984632
"2276","13",35.865411084632
"37806","13",35.865411184632
"9935","13",35.865411284632
"55725","13",36.3891916847365
"26044","13",36.3891917847365
"31556","13",36.3891918847365
"55692","13",36.9077300273297
"7373","13",36.9077301273297
"21196","13",38.7648172317331
"52775","13",39.0734647777742
"51810","13",39.4119357453294
"3131","13",39.4119358453294
"55871","13",40.5810495841343
"2487","13",42.6372992882953
"2452","13",43.5159269948347
"34716","13",44.8792662735361
"6129","13",45.1368182425356
"14218","13",45.1368183425356
"53202","13",45.6754228128999
"7833","13",45.6754229128999
"10300","13",47.2745921687373
"24707","13",48.149612960092
"25359","13",48.9111705852769
"13982","13",49.7733595371576
"28034","13",49.7733596371576
"35179","13",50.4222672301882
"24698","13",60.1678909475761
"21018","13",60.4126649553005
"54370","13",60.4126650553006
"27087","13",60.6948436178147
"5677","13",61.1777633360621
"22611","13",61.8431493764923
"38019","13",63.9914882435247
"3075","13",64.3778417132087
"1762","13",64.3778418132087
"20655","13",68.6572500086198
"9420","13",69.0371001332962
"24747","13",71.5821635608497
"31288","13",71.8793265358477
"9192","13",71.8793266358477
"12690","13",71.8793267358477
"4684","13",72.1452222645285
"33620","13",72.4326648066372
"42334","13",73.6072901112226
"55705","13",73.6072902112226
"43731","13",73.6072903112226
"18313","13",74.5244832659143
"23360","13",76.4878882553927
"47960","13",76.4878883553927
"12464","13",76.7536152423402
"27742","13",76.7536153423402
"31533","13",78.3661360808464
"8678","13",78.3661361808464
"8277","13",79.722762581557
"43865","13",80.5172472854681
"20591","13",80.5172473854681
"34445","13",80.5172474854681
"2008","13",80.5172475854681
"18603","13",80.7759783502722
"30985","13",81.5777470196936
"34629","13",81.5777471196936
"27752","13",82.0989074161995
